,Hugo_Symbol
1655,TNFRSF10B
1656,NPHS2
1657,ZNHIT6
1658,SSX5
1659,SUMO4
1660,DDX52
1661,ZNF202
1662,ELOVL4
1663,GALNS
1664,LENG8
1665,NRTN
1666,TBC1D17
1667,PDLIM1
1668,NPY1R
1669,AL353608.1
1670,HERC4
1671,KISS1
1672,PLLP
1673,FMO2
1674,BATF2
1675,C1orf222
1676,LIPG
1677,TRAPPC13
1678,NLRP2
1679,NOL9
1680,DSCAM
1681,LAX1
1682,CTB-133G6.1
1683,ERVFRD-1
1684,NLN
1685,RP11-422N16.3
1686,HIST2H3D
1687,RP11-293I14.2
1688,S100A12
1689,ESM1
1690,SEPHS1
1691,RP11-407N17.3
1692,ANKH
1693,GADD45B
1694,HINT3
1695,MNT
1696,RB1
1697,CSDE1
1698,PRR5-ARHGAP8
1699,SYCE1
1700,EFNA3
1701,IFNL1
1702,FZD6
1703,UGT2B10
1704,BBS4
1705,ZNF816
1706,ADCY9
1707,PLSCR2
1708,FAM103A1
1709,PHYKPL
1710,SLC22A25
1711,RP11-89K11.1
1712,ZNFX1
1713,ATP5G1
1714,STAMBP
1715,CASP3
1716,SAR1B
1717,GRP
1718,PHF15
1719,C1orf162
1720,AC004076.9
1721,ILKAP
1722,SPRR1A
1723,C21orf59
1724,PROS1
1725,CD101
1726,CSNK2A3
1727,GBF1
1728,CYCS
1729,NKX2-6
1730,SENP3
1731,RB1CC1
1732,PIGA
1733,ATXN7L1
1734,MOSPD2
1735,CNGA3
1736,RIPK1
1737,THADA
1738,CPN1
1739,EIF4E1B
1740,FREM3
1741,PLCB3
1742,FAM96A
1743,ASB18
1744,SOCS6
1745,ULK2
1746,SLC4A3
1747,IL1RL2
1748,BTBD16
1749,FOXB1
1750,MAP3K2
1751,FAM27C
1752,KIR2DL3
1753,OR51E1
1754,PRAP1
1755,IVL
1756,UBAP2
1757,P2RY14
1758,SIGLEC8
1759,VCY1B
1760,CHRNA6
1761,STK10
1762,SPINK4
1763,ZP3
1764,TEKT5
1765,PADI3
1766,CTDP1
1767,CD80
1768,C1R
1769,PROSER1
1770,SLC44A1
1771,LEPREL1
1772,COQ3
1773,CTAGE9
1774,CATSPER3
1775,GPATCH1
1776,LSAMP
1777,PPP1R3G
1778,PHF23
1779,ARHGAP9
1780,TSEN2
1781,SFXN3
1782,AKAP12
1783,FLNC
1784,TAF1
1785,ZNF605
1786,HSP90B1
1787,TMEM177
1788,WBSCR28
1789,HIGD1A
1790,CACFD1
1791,YY2
1792,KRAS
1793,PPP1R12B
1794,SSR1
1795,BNIP2
1796,NPW
1797,GOLGA8M
1798,SHANK3
1799,IDO2
1800,SF3A3
1801,USP14
1802,RP11-1102P16.1
1803,ERG
1804,TP53RK
1805,MED14
1806,SAMM50
1807,ZFP36
1808,TMED10
1809,RMI1
1810,C17orf64
1811,GTSF1
1812,ZNF770
1813,PTPN22
1814,MBD4
1815,NOL10
1816,AC116407.2
1817,LEMD1
1818,WWC3
1819,HFE2
1820,SETDB1
1821,EGFL7
1822,SLC35D1
1823,AC073343.1
1824,ATP6AP1L
1825,SUN2
1826,SYCP1
1827,PIGV
1828,BIN2
1829,C3
1830,MRPL12
1831,WDR61
1832,SLC25A27
1833,TCP11X2
1834,KDM6A
1835,FHL3
1836,C19orf81
1837,KRTAP2-4
1838,PDE10A
1839,ANAPC13
1840,WWC1
1841,HIST1H4C
1842,MRPL13
1843,FXR2
1844,WSB2
1845,DGKE
1846,MTMR9
1847,BTNL2
1848,HBEGF
1849,TMSB4X
1850,JMJD6
1851,TRIM9
1852,ARID1B
1853,PKNOX2
1854,KDELR3
1855,GNPDA2
1856,TRMT1
1857,GPR153
1858,PSMB3
1859,RRS1
1860,C2orf43
1861,PAK1
1862,AMBRA1
1863,GFI1B
1864,CPQ
1865,ZNF548
1866,IP6K1
1867,TMPRSS11F
1868,LDHAL6A
1869,BUB3
1870,SLC3A2
1871,FNIP1
1872,POC1B-GALNT4
1873,PHACTR2
1874,USP19
1875,ERO1L
1876,RBP1
1877,ANKRD27
1878,PIPOX
1879,RP11-529K1.3
1880,LRRC37B
1881,USP53
1882,S100A7
1883,ZNF322
1884,AP5S1
1885,NLGN3
1886,NPAS1
1887,ZNF248
1888,CTAGE8
1889,MYO1D
1890,C6orf58
1891,APOLD1
1892,CRYZ
1893,PPIAL4G
1894,KCNN3
1895,PPIL6
1896,CTU2
1897,ITFG2
1898,CAMTA1
1899,ZSCAN10
1900,GIP
1901,NEDD8
1902,FYB
1903,ZNF503
1904,ARID3A
1905,ASXL2
1906,BANF2
1907,PPAP2B
1908,C19orf77
1909,ZNF516
1910,NRXN1
1911,WDR83OS
1912,KLHDC8B
1913,AC027763.2
1914,ELF4
1915,RUFY1
1916,UBE2T
1917,LRRC4C
1918,DLGAP2
1919,AC226150.4
1920,CSE1L
1921,HILPDA
1922,ADAM10
1923,SIRPA
1924,NPIPA1
1925,CORO7
1926,C1orf64
1927,LIG4
1928,ALLC
1929,INPP5D
1930,FMN2
1931,TSC1
1932,CD8A
1933,PLXNB1
1934,MFSD8
1935,VIPAS39
1936,B4GALNT2
1937,DNMT3B
1938,PTGS2
1939,AC007557.1
1940,PAG1
1941,MYH10
1942,ARID4B
1943,ZNF776
1944,C8orf87
1945,C10orf111
1946,GPN1
1947,ATP7A
1948,GCKR
1949,SNAP47
1950,WDR86
1951,CTD-2192J16.24
1952,C1orf52
1953,WDR26
1954,PLCZ1
1955,ETNPPL
1956,RNF149
1957,TBX18
1958,COMMD5
1959,MMP3
1960,HTN1
1961,PCGF3
1962,MYH8
1963,PABPC1L2A
1964,ZMAT1
1965,C11orf42
1966,PYGB
1967,C9orf9
1968,SOCS5
1969,MIA2
1970,LHFPL3
1971,SP7
1972,HIST1H2AK
1973,GSG1
1974,ATP4A
1975,SH3GL1
1976,PCDHB8
1977,DLX1
1978,FAM177B
1979,ZNF442
1980,PCED1A
1981,VSTM1
1982,VPS13A
1983,C12orf60
1984,RP11-89N17.1
1985,BOD1
1986,EPT1
1987,FAM111B
1988,AC008267.1
1989,CALCA
1990,RP11-169F17.1
1991,ZFHX4
1992,CXCL12
1993,YOD1
1994,ERCC6L2
1995,CITED4
1996,ZNF785
1997,NMUR2
1998,GPR142
1999,NCMAP
2000,ADH4
2001,ZDHHC17
2002,FCGR3B
2003,CSF2RB
2004,SULT1C4
2005,C11orf94
2006,RIMKLA
2007,CLK3
2008,CDH10
2009,FGF19
2010,LMAN1
2011,TCEA3
2012,BMF
2013,TOP2A
2014,FOXC1
2015,PLAUR
2016,XIRP1
2017,RUNX2
2018,RAB40C
2019,YBEY
2020,IFNA5
2021,C21orf33
2022,CFI
2023,BX649567.1
2024,SLC20A2
2025,ROR1
2026,GIMAP4
2027,MLTK
2028,C6orf62
2029,MCTP2
2030,PPP1R3B
2031,KCNH8
2032,COL4A4
2033,MED30
2034,MYOZ2
2035,IL4R
2036,PDE7B
2037,TUFM
2038,ACSBG1
2039,SNX33
2040,LRRC66
2041,TRIP10
2042,EEF1B2
2043,FRYL
2044,AP003068.23
2045,MUL1
2046,C9orf84
2047,PAFAH1B1
2048,LDLRAD3
2049,UGT1A10
2050,DYNC2LI1
2051,C11orf58
2052,C1orf173
2053,TOR3A
2054,PSMA1
2055,PDF
2056,METTL23
2057,FAM83H
2058,AHSA2
2059,AIM1L
2060,OSBPL8
2061,SMN1
2062,C5orf48
2063,LPCAT4
2064,ZNF431
2065,SLC39A7
2066,PPT2-EGFL8
2067,DNAH17
2068,ABCD2
2069,TOMM5
2070,DYNC1LI2
2071,SNAP91
2072,C8A
2073,TSFM
2074,MT-ND5
2075,PLGLB2
2076,FOXA3
2077,SRPK2
2078,RP11-73M18.2
2079,RDH13
2080,PARP1
2081,ISCA1
2082,VKORC1L1
2083,MED11
2084,RBPMS
2085,SLC22A1
2086,ENO4
2087,ZBTB7A
2088,FAM127A
2089,GFAP
2090,ZBTB21
2091,NTSR1
2092,IYD
2093,RAB9B
2094,ZFHX3
2095,hsa-mir-1199
2096,DEFA1B
2097,MSRA
2098,SIRT5
2099,RP11-5A19.5
2100,LRCH1
2101,NDRG2
2102,OR13J1
2103,ERC1
2104,SFXN5
2105,GLYATL1
2106,RAB5C
2107,SMIM1
2108,SCT
2109,FAM92A1
2110,TMEM51
2111,TMEM63C
2112,NBL1
2113,COL12A1
2114,WNT10B
2115,APOA1BP
2116,LRRC14
2117,ZIC5
2118,LYPLAL1
2119,CHST7
2120,C7
2121,RP11-1118M6.1
2122,DSG2
2123,RNF170
2124,PSMB7
2125,TUBB8
2126,TET2
2127,RP11-125O5.2
2128,KCNV1
2129,VPS25
2130,FAF1
2131,OTOP3
2132,PI16
2133,CREB1
2134,PPM1E
2135,HRASLS5
2136,CREB5
2137,FAM65B
2138,HECTD1
2139,ARMCX5
2140,NUP98
2141,STIP1
2142,BAZ2A
2143,SYT7
2144,MED23
2145,ZNF445
2146,FBXO18
2147,C1orf131
2148,GADD45G
2149,CEBPZ
2150,ANO6
2151,GZMM
2152,PRR18
2153,NCOA1
2154,VSTM2A
2155,HEXIM2
2156,RPGRIP1
2157,RPRD1A
2158,NUP54
2159,G6PC2
2160,PGM2L1
2161,DRG2
2162,MOB1B
2163,GOLPH3
2164,NUDT5
2165,UGDH
2166,RPL23
2167,CCL28
2168,ASB15
2169,NENF
2170,GPX6
2171,CARNS1
2172,NDUFA5
2173,PSORS1C1
2174,ZNF45
2175,MED6
2176,ZNF665
2177,OR56B4
2178,CD180
2179,GEMIN5
2180,TMEM79
2181,TMEM68
2182,KIF14
2183,SIRT1
2184,TMEM97
2185,RNPS1
2186,SRP54
2187,NUSAP1
2188,CENPV
2189,KIAA1467
2190,CD4
2191,STIM2
2192,BMP5
2193,MUC2
2194,SUMO1
2195,DUSP16
2196,ZFAND3
2197,NUDT7
2198,RP11-343C2.12
2199,ZFR2
2200,TIRAP
2201,ARL5C
2202,YWHAQ
2203,CALML6
2204,GARS
2205,GATAD2A
2206,IL24
2207,SLC27A4
2208,B3GNT3
2209,R3HDML
2210,EP400
2211,SELL
2212,DPCD
2213,SHC4
2214,DNAJB1
2215,CDKL1
2216,ENPP4
2217,HIF1A
2218,HIST1H3G
2219,PCYT1A
2220,POLR2G
2221,PHLPP2
2222,C7orf57
2223,PMS2
2224,MRPS10
2225,WFDC6
2226,C2orf70
2227,VPS37D
2228,ERICH1
2229,SIPA1
2230,DQX1
2231,ZNF831
2232,TSR3
2233,APOBEC2
2234,TMEM132A
2235,EARS2
2236,LACTB
2237,BEX5
2238,AMPD1
2239,KIF9
2240,SLC45A1
2241,NDUFAB1
2242,GAGE12H
2243,DDX6
2244,NXPE4
2245,EPHB1
2246,USP2
2247,GRK5
2248,PEAR1
2249,TAPBPL
2250,CCDC34
2251,TYRP1
2252,FAM208A
2253,TMEM17
2254,PJA1
2255,PCDHB11
2256,MS4A14
2257,HP
2258,SLC2A6
2259,PINX1
2260,NEIL1
2261,TBC1D28
2262,CCP110
2263,PDIA2
2264,NAGA
2265,OR9A4
2266,CEACAM3
2267,PKDCC
2268,ABCC8
2269,N4BP2L1
2270,NDUFB4
2271,LDLRAD2
2272,TSC22D3
2273,ANGEL1
2274,PDE5A
2275,CCDC82
2276,PTGES
2277,DYDC1
2278,CD40
2279,SAV1
2280,HIST1H1B
2281,GAS2L2
2282,ZNF236
2283,FOLR1
2284,TRIM10
2285,SCGN
2286,MED12L
2287,RP11-15E18.4
2288,KCNK12
2289,SIGLEC15
2290,RP1-170O19.20
2291,BBS12
2292,CENPT
2293,CD247
2294,TRDMT1
2295,PIGZ
2296,STAC
2297,SEPT8
2298,CPED1
2299,COL3A1
2300,CKMT1A
2301,TXNL4A
2302,MGAT5B
2303,VSTM5
2304,CGNL1
2305,ZFYVE26
2306,PCGF6
2307,STRBP
2308,KMT2A
2309,SEC23IP
2310,CHRNA5
2311,SNX2
2312,AMH
2313,GUCA1B
2314,PRAMEF1
2315,DEFB1
2316,A1CF
2317,SLC41A1
2318,C19orf60
2319,NWD1
2320,ARMCX3
2321,C19orf70
2322,RNF181
2323,SCD
2324,AL360004.1
2325,MDH1B
2326,PPM1A
2327,RP11-512M8.5
2328,ZBTB14
2329,GMCL1
2330,ADAM19
2331,CCNH
2332,APH1A
2333,GPR179
2334,AKAP10
2335,DGCR6
2336,CMTM2
2337,ZNF765
2338,TMEM102
2339,ITGA6
2340,PHEX
2341,GPR1
2342,OR2G6
2343,PRAMEF12
2344,ZNF76
2345,TDRD10
2346,THSD7A
2347,SEPT5
2348,QSOX1
2349,SPAG9
2350,ZNF23
2351,SMARCC2
2352,DIS3L2
2353,DIRC3
2354,TAGLN2
2355,CALB1
2356,ZNF385C
2357,FANCD2
2358,MGAT3
2359,HSPB11
2360,ARG1
2361,HBS1L
2362,CHSY1
2363,C12orf57
2364,KLHL13
2365,FDX1L
2366,USO1
2367,ALG2
2368,SIGLEC5
2369,MAP1LC3C
2370,EVPL
2371,ALG1
2372,EIF4A1
2373,TATDN2
2374,CORT
2375,GABRA3
2376,UGT2B7
2377,ZDHHC20
2378,APOPT1
2379,GPR19
2380,DKFZP779J2370
2381,AC068620.1
2382,KIF6
2383,ACACB
2384,HNRNPCL1
2385,GCNT3
2386,PDZD8
2387,P2RY1
2388,GABRB1
2389,HTRA1
2390,HIST1H4I
2391,TIMP2
2392,SLC9A1
2393,PCDHA2
2394,FCRLA
2395,ANKLE2
2396,CIB2
2397,RNF212
2398,WDR17
2399,RALA
2400,GPRIN2
2401,MCF2
2402,CHRNA9
2403,MIB1
2404,FKSG63
2405,KIAA1468
2406,ALKBH1
2407,ASCL1
2408,KNSTRN
2409,MAP3K15
2410,MRPL28
2411,EFCAB8
2412,AMBP
2413,HTT
2414,ZNF550
2415,RABGGTB
2416,DOPEY2
2417,MARCH11
2418,IGFLR1
2419,TACR2
2420,ONECUT1
2421,TRAF7
2422,BDKRB1
2423,DEGS2
2424,ABCA2
2425,RP11-93B14.6
2426,DIS3L
2427,CLK1
2428,ARAP2
2429,DUSP6
2430,ZNF212
2431,PMVK
2432,ANK2
2433,CDKN2C
2434,C15orf38
2435,PNRC2
2436,SLC26A7
2437,AXIN2
2438,SLC1A1
2439,MAPK7
2440,GYG2
2441,AP001468.1
2442,TCEAL1
2443,PRDM4
2444,SUCLA2
2445,TECRL
2446,AMOTL1
2447,C2CD2
2448,AC011294.3
2449,KIAA1257
2450,NDN
2451,COL6A1
2452,DEPTOR
2453,ZNF521
2454,DAO
2455,IMMT
2456,FLNB
2457,HSFX2
2458,METTL7A
2459,SAMD10
2460,HCRTR2
2461,PPP1R7
2462,VWA3B
2463,RETSAT
2464,TMED7-TICAM2
2465,FOXM1
2466,MEX3C
2467,ZNF354C
2468,CUEDC1
2469,CLCA1
2470,CST6
2471,CATSPERB
2472,CLCN5
2473,PIFO
2474,RSPH10B
2475,SLC35G3
2476,CNTNAP5
2477,SHPK
2478,S100A1
2479,STX12
2480,SNX21
2481,NEB
2482,RP11-552F3.12
2483,PRR21
2484,AC069368.3
2485,C7orf60
2486,JAK3
2487,ZNF783
2488,BAHD1
2489,OR52L1
2490,TMEM45A
2491,CBX7
2492,TEDDM1
2493,RGS9BP
2494,TLR3
2495,EFCAB2
2496,CCL3L1
2497,ZNF593
2498,AC127496.1
2499,RSRC2
2500,ZNF827
2501,ENOX1
2502,CPNE5
2503,KRTAP9-7
2504,PTPRO
2505,ST6GALNAC4
2506,C1orf109
2507,CELA2A
2508,ART5
2509,MICU1
2510,RGS13
2511,MMAA
2512,LRTOMT
2513,TPGS1
2514,MIS18A
2515,AP2A2
2516,CDC42EP5
2517,CELA3A
2518,CHMP1B
2519,RSPO3
2520,ERRFI1
2521,ENTPD7
2522,LGI3
2523,IGJ
2524,SLC52A3
2525,HADHB
2526,KCNJ10
2527,C1QL1
2528,PDXP
2529,ZNF146
2530,CHD8
2531,OR13C3
2532,NEK8
2533,NT5C1A
2534,SMCO3
2535,ADCY3
2536,LCAT
2537,KIAA0556
2538,CTSK
2539,LHCGR
2540,HIBADH
2541,CTXN2
2542,TMEM219
2543,ZNF696
2544,SFT2D1
2545,ARL9
2546,CHMP4B
2547,CXXC4
2548,KLRK1
2549,SSX1
2550,AC005609.1
2551,PLCXD2
2552,PFDN5
2553,ISCU
2554,LRRC7
2555,KCNQ5
2556,GLB1
2557,NACA2
2558,LIN37
2559,ANKRD37
2560,P2RX4
2561,BGN
2562,TRPV3
2563,RXFP1
2564,RPL38
2565,UFM1
2566,OPRK1
2567,POLK
2568,C14orf164
2569,MARS2
2570,TMEM132B
2571,RP11-363G10.2
2572,MX2
2573,NPPC
2574,APOBEC3C
2575,SPG20
2576,FBXL15
2577,PARP8
2578,ZYG11A
2579,C11orf88
2580,SLAIN2
2581,SOX12
2582,ILF3
2583,ZIM2
2584,TRIML2
2585,TRABD2B
2586,TMEM35
2587,VARS2
2588,FBXL7
2589,KRT16
2590,ZNF222
2591,CSTF3
2592,PIN4
2593,ARL4A
2594,KDELR2
2595,CDH17
2596,MPPE1
2597,CCDC39
2598,ECM2
2599,EIF3G
2600,TBL1X
2601,LPAR3
2602,NCAPD3
2603,JMY
2604,POLR3F
2605,CHST2
2606,OFD1
2607,DOCK2
2608,GIMAP6
2609,CCAR2
2610,RP11-497E19.2
2611,HDAC9
2612,TTC18
2613,MCAM
2614,EIF4E3
2615,UNC45A
2616,ATOH7
2617,MCC
2618,DLG4
2619,SLC38A9
2620,GAREM
2621,POTEE
2622,MT-ND3
2623,MRPL22
2624,ADIPOR2
2625,CDK12
2626,EPB41L4A-AS2
2627,IGFBP3
2628,ESRRG
2629,TFEB
2630,RND1
2631,LPCAT1
2632,OXGR1
2633,DNAJC27
2634,SYPL2
2635,MEIS2
2636,SH3YL1
2637,AZIN1
2638,SRA1
2639,ZNF266
2640,IRF2BP2
2641,SPATA6
2642,ABCA6
2643,PMP22
2644,TMEM86A
2645,ARHGAP26
2646,ZNF48
2647,SWSAP1
2648,TMEM86B
2649,B3GNT6
2650,CD46
2651,LRRC26
2652,OR2B11
2653,DNAJC10
2654,HIST1H4B
2655,FABP1
2656,FKBP7
2657,NUDT11
2658,RBM12B
2659,SH3GL3
2660,SDHAF2
2661,FAM73B
2662,C17orf49
2663,SLC25A48
2664,ACOT2
2665,OSBPL9
2666,CSF3
2667,HAUS4
2668,RETNLB
2669,LRRFIP1
2670,NUP210
2671,KCNMB2
2672,OR2A1
2673,TOPORS
2674,AP2B1
2675,RABEPK
2676,ISM1
2677,PDZRN3
2678,C4orf46
2679,GRAMD4
2680,SUFU
2681,DNAH14
2682,TRIM38
2683,CDC25C
2684,KIAA0196
2685,SECTM1
2686,CCDC96
2687,PCBP4
2688,RP11-155D18.14
2689,LPHN3
2690,PIGC
2691,BBS10
2692,FCGR1A
2693,TMF1
2694,MT-ATP8
2695,GPR83
2696,GGA3
2697,DNAJC12
2698,IGSF3
2699,SUN3
2700,RP11-287D1.3
2701,SMPD3
2702,TPBGL
2703,OTUD5
2704,ILDR1
2705,SASS6
2706,KLF16
2707,OR52N2
2708,RASIP1
2709,PPIL1
2710,RSPRY1
2711,SNX30
2712,B9D1
2713,FNIP2
2714,IFNAR2
2715,AC126614.1
2716,A2M
2717,ANK3
2718,SEC24A
2719,PROC
2720,FAR2
2721,IGLL5
2722,RPL9
2723,DACH1
2724,FHAD1
2725,MMP15
2726,MTFMT
2727,SOGA2
2728,AMFR
2729,ZCCHC8
2730,HCRT
2731,ZNF517
2732,GALNT11
2733,KIAA0125
2734,GAGE12J
2735,SLC10A6
2736,TBC1D10B
2737,PAAF1
2738,NPIPA7
2739,MACROD2
2740,EDF1
2741,UROC1
2742,TDRD5
2743,THAP9
2744,RABIF
2745,PEPD
2746,BNIP3L
2747,UNC13D
2748,PHF20
2749,DBP
2750,HERC2
2751,DARC
2752,MBD3L3
2753,CXCR2
2754,RPRD1B
2755,INSR
2756,POTEM
2757,KIAA1033
2758,GXYLT2
2759,C5AR1
2760,RNASEK-C17orf49
2761,CAPN9
2762,XAGE2B
2763,RP11-279O9.4
2764,DDX21
2765,GJB2
2766,CSN1S1
2767,FAM89A
2768,PRND
2769,EXTL1
2770,NTHL1
2771,MRPS33
2772,RNPC3
2773,F5
2774,SLMO1
2775,KIAA1279
2776,CHAMP1
2777,HSPA14
2778,ZNF830
2779,C9orf91
2780,LRRK1
2781,TTC7B
2782,ODF2L
2783,EXOSC3
2784,KIF27
2785,TCEA2
2786,RPP40
2787,PLCH1
2788,AP4E1
2789,APOA2
2790,KCND2
2791,WDR6
2792,ANKRD13C
2793,ZNF500
2794,TEX40
2795,MSH3
2796,C22orf29
2797,FN3KRP
2798,HIST1H3E
2799,SLC8A1
2800,POLN
2801,SCN3A
2802,ATF1
2803,SLC35E2B
2804,FGFR4
2805,CDPF1
2806,TMPRSS9
2807,RNF152
2808,KLHL4
2809,ALDH3B2
2810,VPS36
2811,TRIP13
2812,SLC26A4
2813,MEF2BNB
2814,DAND5
2815,ASPRV1
2816,TRIM44
2817,VIT
2818,CTD-2192J16.22
2819,GOLGA6C
2820,AC010441.1
2821,SMARCAD1
2822,ABCB11
2823,PALM2-AKAP2
2824,MED21
2825,SPANXC
2826,FKBPL
2827,SLMO2
2828,EPN3
2829,MIOS
2830,MED10
2831,RHOG
2832,PPP1R13L
2833,CALR3
2834,MMP20
2835,FAM179B
2836,PTP4A2
2837,C11orf65
2838,SKP2
2839,PAPPA
2840,PTGES3L
2841,SPINK1
2842,SLC51A
2843,PDGFB
2844,PPM1K
2845,TTC13
2846,FAM19A5
2847,CLEC12B
2848,CD244
2849,KIF3C
2850,KB-1507C5.2
2851,ANO3
2852,PDCD5
2853,EMC9
2854,ACTG1
2855,BICD2
2856,NMD3
2857,IFT46
2858,IDUA
2859,ACER3
2860,C17orf66
2861,AC002398.9
2862,PRSS22
2863,YWHAG
2864,NDUFC2-KCTD14
2865,C3orf14
2866,TAAR1
2867,RFTN2
2868,PRSS12
2869,GALM
2870,ANLN
2871,TRMT6
2872,ST3GAL3
2873,EXOSC1
2874,AKAP14
2875,TOR1AIP2
2876,KAL1
2877,WDR13
2878,ZNF843
2879,PSMC4
2880,ZNF397
2881,AURKA
2882,PPP1R1C
2883,GLRX
2884,NLRP4
2885,C5orf20
2886,SOST
2887,GPR18
2888,TSPY8
2889,POLD3
2890,TESPA1
2891,MADD
2892,SLITRK2
2893,SCN4B
2894,PLA1A
2895,RAB31
2896,RWDD4
2897,IKBKG
2898,NPTN
2899,LRRC4B
2900,PAGE2B
2901,HIST1H2BE
2902,C14orf64
2903,TOR2A
2904,ANGPTL2
2905,SUCLG2
2906,TRPM8
2907,WBP5
2908,SCAMP2
2909,CFHR2
2910,RP11-934B9.3
2911,RSPO4
2912,ZNF705D
2913,ERF
2914,NUP88
2915,TXNDC5
2916,ELAC1
2917,ARRB2
2918,CD300LF
2919,GLTSCR2
2920,SLCO4A1
2921,CNR1
2922,CHD6
2923,CLTCL1
2924,FRRS1L
2925,PDZD4
2926,TADA3
2927,TSPAN33
2928,CNTROB
2929,ZNF768
2930,RDH16
2931,POLH
2932,FAM76A
2933,C9orf96
2934,CAGE1
2935,WFDC5
2936,DNAI2
2937,FAM173B
2938,RGS20
2939,NSDHL
2940,CCDC12
2941,AL133318.1
2942,SKI
2943,GATM
2944,RANGAP1
2945,NSL1
2946,ZNF641
2947,UBE4B
2948,ZFAND1
2949,PRSS38
2950,SDF2
2951,FOXP1
2952,ZDHHC9
2953,WNK1
2954,BFSP2
2955,PLEKHH2
2956,AMY1A
2957,RFPL4B
2958,CFHR1
2959,MXD3
2960,INTS5
2961,SERPINB1
2962,PCNXL3
2963,AC006372.1
2964,EFNB2
2965,ICA1
2966,ACTL6B
2967,EPB42
2968,ZKSCAN4
2969,REG3A
2970,CEP55
2971,ITGB2
2972,GJA1
2973,NIPAL3
2974,STAT6
2975,UBE2J2
2976,SLC35F3
2977,MBD5
2978,NT5C3A
2979,SFTPD
2980,BORA
2981,MACROD1
2982,AMY1C
2983,KLHL25
2984,KLF5
2985,LSM5
2986,FEZF2
2987,ZNF714
2988,GABRD
2989,EML4
2990,TOMM70A
2991,STON2
2992,PPP1R16A
2993,RXFP3
2994,STON1
2995,GUCY2D
2996,FASTKD1
2997,SLC5A7
2998,PURB
2999,NOTO
3000,PLEKHA2
3001,MMD
3002,AKAP17A
3003,FAM168A
3004,LDLRAD1
3005,FAM209A
3006,RPAP2
3007,HEBP1
3008,CEP152
3009,CYTL1
3010,LRIT3
3011,ARID3C
3012,TRAF3
3013,IKZF4
3014,SF3A2
3015,TRUB1
3016,KREMEN2
3017,EDN2
3018,SERPINA11
3019,SCN2B
3020,C21orf88
3021,LSM4
3022,SULT1A2
3023,BRAF
3024,HDAC4
3025,RP4-559A3.7
3026,PANX1
3027,PTGS1
3028,PTPRQ
3029,VPS13D
3030,PVRL2
3031,TRIM69
3032,ZBTB49
3033,EPS8L1
3034,MN1
3035,VPS9D1
3036,EPB41L4B
3037,SNAPIN
3038,CCT5
3039,ORC6
3040,ILVBL
3041,RPL3
3042,ZNF394
3043,ABCC6
3044,FBXO43
3045,RNF17
3046,SPICE1
3047,TIMM10B
3048,TMEM180
3049,LURAP1
3050,OGFOD2
3051,OPN5
3052,ITGB6
3053,VPS35
3054,THEGL
3055,HSD3B2
3056,USPL1
3057,NKX3-2
3058,BCL3
3059,DHRS9
3060,C11orf82
3061,INVS
3062,SLX1A
3063,TMEM30B
3064,AC011551.3
3065,BCORL1
3066,PLCD4
3067,CLSTN1
3068,ZNF804A
3069,HIST1H4D
3070,BRINP1
3071,RAD50
3072,IL6ST
3073,TNRC18
3074,ZNF215
3075,NUDT9
3076,POLD1
3077,RP11-297M9.1
3078,ADM5
3079,ADCY4
3080,CLDN8
3081,WDR82
3082,SMG7
3083,WDR72
3084,PDIA5
3085,DHFRL1
3086,MPZ
3087,PRKD1
3088,ACLY
3089,ADAMTS19
3090,GPR108
3091,CD160
3092,ARHGEF5
3093,STAC2
3094,GINM1
3095,TM7SF3
3096,C12orf10
3097,PSAPL1
3098,DUS1L
3099,CYP20A1
3100,MAST1
3101,PDZD11
3102,AC103801.2
3103,KHDRBS2
3104,SHISA4
3105,NABP1
3106,LYZL4
3107,GAD2
3108,ZFYVE21
3109,ITGA4
3110,SLC30A8
3111,LTB4R2
3112,MX1
3113,PPP2R5C
3114,GTPBP3
3115,STX11
3116,LMF1
3117,CTH
3118,TMEM210
3119,C22orf31
3120,KMO
3121,WDR11
3122,GABRA6
3123,IPO11
3124,APOBR
3125,GBP7
3126,CES4A
3127,UBA1
3128,ALG9
3129,PARP4
3130,GCAT
3131,ARHGEF26
3132,CDH6
3133,ANTXR1
3134,HIGD2B
3135,BPI
3136,IFITM10
3137,TTLL4
3138,CD1E
3139,CARD10
3140,JARID2
3141,FGF12
3142,KRTAP20-2
3143,SLC5A9
3144,ZNF738
3145,MYO10
3146,CEACAM16
3147,TNC
3148,ARHGAP21
3149,UNC50
3150,NCSTN
3151,TYMS
3152,TCF12
3153,UPK3A
3154,SERPINA7
3155,VCAN
3156,DENND5A
3157,CD33
3158,RPL34
3159,TRIM39-RPP21
3160,ZNF302
3161,COL16A1
3162,GPSM2
3163,NEURL2
3164,HMHB1
3165,GGA2
3166,KIR3DX1
3167,SEC24C
3168,CLEC1A
3169,GPR180
3170,SSH2
3171,CACNA1B
3172,CDC42BPA
3173,CBX3
3174,AQP4
3175,FNBP1
3176,PMS1
3177,SLC6A14
3178,PLEKHB1
3179,GCLM
3180,RP11-10A14.4
3181,RND2
3182,PSMA8
3183,PLD2
3184,GTF2H5
3185,DNAJB14
3186,ZC3H11A
3187,ITPRIPL1
3188,HLA-DQB1
3189,BCL2L1
3190,JAGN1
3191,ACE
3192,C12orf23
3193,MESDC2
3194,KLF12
